caso,tipo_adyacencia,modelo,fraccion_datos,porcentaje_datos,max_epochs,best_epoch,epochs_ejecutadas,batch_size,hidden_channels,lstm_hidden,best_val_loss,test_loss,test_mae,test_rmse,target,test_mape,tiempo_segundos,modelo_guardado,curva_guardada,pred_vs_real_dir
proximidad_50,correlacion,GCN_GRU,1.0,100,25,25,25,32,32,64,0.006966964605447128,0.006901676892975978,0.044800154864788055,0.08307633548974991,descongestion,6.321408,911.6733582019806,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_50_correlacion_GCN_GRU_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_50_correlacion_GCN_GRU_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_50,correlacion,GAT_LSTM,1.0,100,25,25,25,32,32,64,0.00752848609198502,0.007997562310994372,0.04758152738213539,0.0894290879368782,descongestion,6.8298845,1442.3524479866028,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_50_correlacion_GAT_LSTM_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_50_correlacion_GAT_LSTM_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_500,cercania,GCN_LSTM,1.0,100,25,24,25,32,32,64,0.004681983106845134,0.0045079400890958785,0.036175064742565155,0.06714119762182236,descongestion,4.590109,2320.548325061798,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_500_cercania_GCN_LSTM_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_500_cercania_GCN_LSTM_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_500,cercania,GCN_GRU,1.0,100,25,25,25,32,32,64,0.00469270328083869,0.004519584040966248,0.035745974630117416,0.06722785532474518,descongestion,4.55461,2372.8690860271454,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_500_cercania_GCN_GRU_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_500_cercania_GCN_GRU_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_500,cercania,GAT_LSTM,1.0,100,25,25,25,32,32,64,0.0054183574256593346,0.005223970182270652,0.040195293724536896,0.07227703928947449,descongestion,5.1093054,3320.4832730293274,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_500_cercania_GAT_LSTM_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_500_cercania_GAT_LSTM_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_500,correlacion,GCN_LSTM,1.0,100,25,25,25,32,32,64,0.00297265092499738,0.0029114695256586887,0.027238227427005768,0.05395803600549698,descongestion,3.4235225,2332.5547556877136,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_500_correlacion_GCN_LSTM_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_500_correlacion_GCN_LSTM_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_500,correlacion,GCN_GRU,1.0,100,25,25,25,32,32,64,0.002767062802075657,0.002715669197799719,0.02493700012564659,0.05211208388209343,descongestion,3.156183,2362.568546772003,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_500_correlacion_GCN_GRU_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_500_correlacion_GCN_GRU_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_500,correlacion,GAT_LSTM,1.0,100,25,21,25,32,32,64,0.0039611623893884805,0.003860012802692649,0.029380133375525475,0.062129002064466476,descongestion,3.8155441,3319.9912066459656,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_500_correlacion_GAT_LSTM_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_500_correlacion_GAT_LSTM_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_comportamiento_50,cercania,GCN_LSTM,1.0,100,25,25,25,32,32,64,0.03055541685286616,0.030130361558127487,0.13714629411697388,0.17358098924160004,descongestion,20.829098,970.1633260250092,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_comportamiento_50_cercania_GCN_LSTM_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_comportamiento_50_cercania_GCN_LSTM_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_comportamiento_50,cercania,GCN_GRU,1.0,100,25,25,25,32,32,64,0.030689487594905387,0.030243838212499888,0.13407497107982635,0.1739075630903244,descongestion,20.755085,974.6555414199829,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_comportamiento_50_cercania_GCN_GRU_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_comportamiento_50_cercania_GCN_GRU_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_comportamiento_50,cercania,GAT_LSTM,1.0,100,25,25,25,32,32,64,0.03197047888978738,0.03157426012388828,0.1370588093996048,0.1776914745569229,descongestion,21.334703,1541.0248143672943,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_comportamiento_50_cercania_GAT_LSTM_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_comportamiento_50_cercania_GAT_LSTM_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_comportamiento_50,correlacion,GCN_LSTM,1.0,100,25,25,25,32,32,64,0.010054082048293006,0.009517984077351915,0.05378536507487297,0.09756015241146088,descongestion,8.772769,965.2193260192871,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_comportamiento_50_correlacion_GCN_LSTM_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_comportamiento_50_correlacion_GCN_LSTM_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_comportamiento_50,correlacion,GCN_GRU,1.0,100,25,25,25,32,32,64,0.010687768771220109,0.010005978454828052,0.0623539574444294,0.10002988576889038,descongestion,9.500617,974.0780923366547,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_comportamiento_50_correlacion_GCN_GRU_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_comportamiento_50_correlacion_GCN_GRU_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_comportamiento_50,correlacion,GAT_LSTM,1.0,100,25,25,25,32,32,64,0.014179740678934877,0.013985049221380127,0.06949523091316223,0.11825840175151825,descongestion,11.184659,1526.932235956192,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_comportamiento_50_correlacion_GAT_LSTM_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_comportamiento_50_correlacion_GAT_LSTM_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_comportamiento_500,cercania,GCN_LSTM,1.0,100,25,25,25,32,32,64,0.02037617123820387,0.019404684588505715,0.09219115972518921,0.13930068910121918,descongestion,13.798088,2507.283299922943,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_comportamiento_500_cercania_GCN_LSTM_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_comportamiento_500_cercania_GCN_LSTM_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_comportamiento_500,cercania,GCN_GRU,1.0,100,25,25,25,32,32,64,0.020272009508064855,0.019331131447828893,0.09009680151939392,0.13903643190860748,descongestion,13.56463,2538.0149850845337,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_comportamiento_500_cercania_GCN_GRU_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_comportamiento_500_cercania_GCN_GRU_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_comportamiento_500,cercania,GAT_LSTM,1.0,100,25,9,24,32,32,64,0.02193832136340413,0.020893681956374126,0.0961262583732605,0.14454646408557892,descongestion,14.538972,3393.832275390625,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_comportamiento_500_cercania_GAT_LSTM_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_comportamiento_500_cercania_GAT_LSTM_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_comportamiento_500,correlacion,GCN_LSTM,1.0,100,25,25,25,32,32,64,0.007539609286246863,0.007142500206062047,0.04213998094201088,0.08451331406831741,descongestion,6.5094194,2502.788856983185,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_comportamiento_500_correlacion_GCN_LSTM_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_comportamiento_500_correlacion_GCN_LSTM_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
proximidad_comportamiento_500,correlacion,GCN_GRU,1.0,100,25,25,25,32,32,64,0.00780324597178699,0.007383648754282473,0.04373583197593689,0.08592815697193146,descongestion,6.6523204,2535.152148962021,results\experimentos_descongestion_mape\run_20260515_163852\modelos\proximidad_comportamiento_500_correlacion_GCN_GRU_datos_100_epochs_25.pt,results\experimentos_descongestion_mape\run_20260515_163852\graficas\curvas_entrenamiento\proximidad_comportamiento_500_correlacion_GCN_GRU_datos_100_epochs_25.png,results\experimentos_descongestion_mape\run_20260515_163852\graficas\pred_vs_real
