source,target,weight
210,128,0.2095772678357688
210,130,0.17739835870843262
210,279,0.17721337251930236
210,109,0.17560481022296007
211,374,0.3101700246652684
211,202,0.2765242033975885
211,355,0.2676721456840937
211,134,0.2636098835047495
211,293,0.25664488951949754
212,52,0.5520849900439296
212,1,0.5058957307914749
212,441,0.4970015688099914
212,371,0.48397388784836226
212,54,0.4803051034111556
213,36,0.44864714837025976
213,1,0.4439740182797751
213,429,0.44263190836002936
213,3,0.43020623569350297
213,111,0.41903783873675254
214,93,0.15955909246282246
214,222,0.15857340368392525
214,232,0.12430197422484913
214,166,0.102367696775591
214,316,0.10157457550320997
